"borough" "neighborhood" "building.class.category" "tax.class.at.present" "block" "lot" "ease.ment" "building.class.at.present" "address" "apartment.number" "zip.code" "residential.units" "commercial.units" "total.units" "land.square.feet" "gross.square.feet" "year.built" "tax.class.at.time.of.sale" "building.class.at.time.of.sale" "sale.price" "sale.date" "sale.price.n" "gross.sqft" "land.sqft" "outliers"
"120" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 15905 304 NA "B2" "66-04 BEACH FRONT ROAD                   " "            " 11692 2 0 2 " 3,626 " " 3,084 " 2014 1 "B2" " 992,793 " "4/29/2016" 992793 3084 3626 0
"121" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 15905 305 NA "B2" "66-08 BEACH FRONT ROAD                   " "            " 11692 2 0 2 " 3,550 " " 3,084 " 2014 1 "B2" " 1,120,075 " "5/9/2016" 1120075 3084 3550 0
"122" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 15905 308 NA "B2" "66-16 BEACH FRONT ROAD                   " "            " 11692 2 0 2 " 4,248 " " 3,084 " 2014 1 "B2" " 1,030,000 " "8/5/2016" 1030000 3084 4248 0
"123" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 15907 89 NA "B3" "316 BEACH 63RD STREET                    " "            " 11692 2 0 2 " 3,780 " " 1,632 " 1950 1 "B3" " 410,000 " "5/16/2016" 410000 1632 3780 0
"124" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 15933 53 NA "B9" "147 BEACH 61 STREET                      " "            " 11692 2 0 2 " 2,304 " " 1,842 " 1970 1 "B9" " 175,000 " "12/4/2015" 175000 1842 2304 0
"125" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 15952 9 NA "B3" "418 BEACH 36 STREET                      " "            " 11691 2 0 2 " 4,600 " " 1,832 " 1940 1 "B3" " 180,500 " "1/27/2016" 180500 1832 4600 0
"126" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 15954 12 NA "B2" "422 BEACH 38TH STREET                    " "            " 11691 2 0 2 " 3,000 " " 1,728 " 1920 1 "B2" " 190,000 " "12/10/2015" 190000 1728 3000 0
"127" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 15960 51 NA "B1" "502 BEACH 43 STREET                      " "            " 11691 2 0 2 " 2,850 " " 2,200 " 2002 1 "B1" " 155,000 " "1/20/2016" 155000 2200 2850 0
"130" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 15966 70 NA "B2" "459 BEACH 44TH STREET                    " "            " 11691 2 0 2 " 3,411 " " 2,912 " 2004 1 "B2" " 287,500 " "1/14/2016" 287500 2912 3411 0
"132" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "  " 16005 40 NA "  " "62-31 DE COSTA AVENUE                    " "            " 11692 0 0 0 " -   " " -   " 0 1 "B2" " 460,850 " "8/12/2016" 460850 NA NA 0
"135" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16023 52 NA "B2" "603 BEACH 63 STREET                      " "            " 11692 2 0 2 " 3,400 " " 2,068 " 1996 1 "B2" " 390,000 " "1/19/2016" 390000 2068 3400 0
"136" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16024 39 NA "B2" "623 BEACH 64TH STREET                    " "            " 11692 2 0 2 " 3,400 " " 2,068 " 1994 1 "B2" " 215,000 " "11/20/2015" 215000 2068 3400 0
"137" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16024 47 NA "B2" "609 BEACH 64 STREET                      " "            " 11692 2 0 2 " 3,400 " " 2,068 " 1994 1 "B2" " 300,000 " "11/19/2015" 3e+05 2068 3400 0
"139" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16025 23 NA "B1" "65-01 BAYFIELD AVENUE                    " "            " 11692 2 0 2 " 4,000 " " 2,500 " 2007 1 "B1" " 260,000 " "5/9/2016" 260000 2500 4000 0
"140" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16027 12 NA "B2" "626 BEACH 67 STREET                      " "            " 11692 2 0 2 " 3,000 " " 1,800 " 2003 1 "B2" " 445,000 " "5/17/2016" 445000 1800 3000 0
"141" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16027 26 NA "B9" "641 BEACH 66TH                           " "            " 11692 2 0 2 " 3,100 " " 1,590 " 1960 1 "B9" " 125,000 " "10/22/2015" 125000 1590 3100 0
"142" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16028 19 NA "B2" "638 BEACH 68TH STREET                    " "            " 11692 2 0 2 " 3,300 " " 1,980 " 2004 1 "B2" " 330,000 " "4/21/2016" 330000 1980 3300 0
"143" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16030 79 NA "B2" "505 BEACH 63 STREET                      " "            " 11692 2 0 2 " 3,164 " " 1,978 " 2000 1 "B2" " 214,500 " "2/25/2016" 214500 1978 3164 0
"144" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16031 34 NA "B9" "569 BEACH 64 STREET                      " "            " 11692 2 0 2 " 4,100 " " 1,600 " 1960 1 "B9" " 380,000 " "11/18/2015" 380000 1600 4100 0
"146" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16033 47 NA "B2" "549 BEACH 66 STREET                      " "            " 11692 2 0 2 " 3,000 " " 1,738 " 2003 1 "B2" " 470,000 " "7/27/2016" 470000 1738 3000 0
"147" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16034 31 NA "B2" "5-62 BEACH 68 STREET                     " "            " 11692 2 0 2 " 4,000 " " 3,218 " 1925 1 "B2" " 349,000 " "9/23/2015" 349000 3218 4000 0
"148" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16034 61 NA "B1" "523 BEACH 67 STREET                      " "            " 11692 2 0 2 " 4,000 " " 2,400 " 2002 1 "B1" " 425,000 " "2/12/2016" 425000 2400 4000 0
"149" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16035 57 NA "B1" "5-59 BEACH 68 STREET                     " "            " 11692 2 0 2 " 4,000 " " 2,400 " 2000 1 "B1" " 420,000 " "2/26/2016" 420000 2400 4000 0
"150" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16037 53 NA "B9" "4-37 BEACH 63RD STREET                   " "            " 11692 2 0 2 " 2,550 " " 1,932 " 1940 1 "B9" " 170,000 " "8/25/2016" 170000 1932 2550 0
"151" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16037 53 NA "B9" "4-37 BEACH 63 STREET                     " "            " 11692 2 0 2 " 2,550 " " 1,932 " 1940 1 "B9" " 125,000 " "8/25/2016" 125000 1932 2550 0
"152" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16037 71 NA "B9" "63-06 BEACH CHANNEL DRIVE                " "            " 11692 2 0 2 " 3,400 " " 1,848 " 1940 1 "B9" " 320,000 " "3/31/2016" 320000 1848 3400 0
"153" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16037 72 NA "B3" "63-08 BEACH CHANNEL DRIVE                " "            " 11692 2 0 2 " 2,433 " " 1,760 " 1940 1 "B3" " 400,000 " "2/29/2016" 4e+05 1760 2433 0
"154" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16037 72 NA "B3" "63-08 BEACH CHANNEL DRIVE                " "            " 11692 2 0 2 " 2,433 " " 1,760 " 1940 1 "B3" " 100,000 " "9/10/2015" 1e+05 1760 2433 0
"155" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16040 68 NA "B2" "407 BEACH 66 STREET                      " "            " 11692 2 0 2 " 2,250 " " 1,988 " 2006 1 "B2" " 350,000 " "9/30/2015" 350000 1988 2250 0
"158" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16045 54 NA "B9" "69-34 DECOSTA AVENUE                     " "            " 11692 2 0 2 " 2,717 " " 1,386 " 1950 1 "B9" " 320,000 " "9/10/2015" 320000 1386 2717 0
"160" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16046 15 NA "B9" "69-47 DE COSTA AVENUE                    " "            " 11692 2 0 2 " 2,717 " " 2,378 " 1940 1 "B9" " 293,910 " "4/4/2016" 293910 2378 2717 0
"161" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16046 17 NA "B9" "69-43 DE COSTA AVENUE                    " "            " 11692 2 0 2 " 2,717 " " 2,378 " 1940 1 "B9" " 114,500 " "7/20/2016" 114500 2378 2717 0
"162" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16046 18 NA "B9" "69-41 DECOSTA AVENUE                     " "            " 11692 2 0 2 " 2,717 " " 2,778 " 1940 1 "B9" " 230,000 " "3/18/2016" 230000 2778 2717 0
"163" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16046 18 NA "B9" "6941 DECOSTA AVE                         " "            " 11692 2 0 2 " 2,717 " " 2,778 " 1940 1 "B9" " 150,000 " "12/3/2015" 150000 2778 2717 0
"164" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16046 30 NA "B9" "69-17 DE COSTA AVENUE                    " "            " 11692 2 0 2 " 2,717 " " 1,916 " 1940 1 "B9" " 378,750 " "12/29/2015" 378750 1916 2717 0
"165" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16046 43 NA "B9" "637 BEACH 69TH STREET                    " "            " 11692 2 0 2 " 2,675 " " 2,778 " 1940 1 "B9" " 180,000 " "6/29/2016" 180000 2778 2675 0
"167" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16046 64 NA "B9" "69-44 HILLMEYER AVENUE                   " "            " 11692 2 0 2 " 3,750 " " 2,057 " 1940 1 "B9" " 311,588 " "9/21/2015" 311588 2057 3750 0
"168" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16047 11 NA "B9" "69-43 HILLMEYER AVENUE                   " "            " 11692 2 0 2 " 2,625 " " 1,817 " 1940 1 "B9" " 314,767 " "9/21/2015" 314767 1817 2625 0
"169" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16047 35 NA "B9" "601 BEACH 69 STREET                      " "            " 11692 2 0 2 " 3,750 " " 1,365 " 1940 1 "B9" " 429,000 " "3/15/2016" 429000 1365 3750 0
"170" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16047 35 NA "B9" "601 BEACH 69 STREET                      " "            " 11692 2 0 2 " 3,750 " " 1,365 " 1940 1 "B9" " 220,000 " "9/28/2015" 220000 1365 3750 0
"171" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16047 39 NA "B3" "69-18 ALMEDA AVENUE                      " "            " 11692 2 0 2 " 2,000 " " 2,048 " 1920 1 "B3" " 267,700 " "5/9/2016" 267700 2048 2000 0
"172" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16047 49 NA "B2" "69-38 ALMEDA AVE                         " "            " 11692 2 0 2 " 2,000 " " 1,920 " 1920 1 "B2" " 347,000 " "7/18/2016" 347000 1920 2000 0
"173" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16047 49 NA "B2" "6938 ALMEDA AVE                          " "            " 11692 2 0 2 " 2,000 " " 1,920 " 1920 1 "B2" " 200,000 " "3/9/2016" 2e+05 1920 2000 0
"174" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16047 57 NA "B2" "69-54 ALMEDA AVENUE                      " "            " 11692 2 0 2 " 2,000 " " 1,920 " 1920 1 "B2" " 100,000 " "6/28/2016" 1e+05 1920 2000 0
"176" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16051 7 NA "B9" "69-39 THURSBY AVENUE                     " "            " 11692 2 0 2 " 3,000 " " 2,068 " 1950 1 "B9" " 435,000 " "7/18/2016" 435000 2068 3000 0
"179" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16051 59 NA "B9" "456 BEACH 72 STREET                      " "            " 11692 2 0 2 " 3,000 " " 2,068 " 1950 1 "B9" " 320,000 " "6/1/2016" 320000 2068 3000 0
"180" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16052 56 NA "B2" "6940 GOUVERNEUR AVENUE                   " "            " 11692 2 0 2 " 2,000 " " 1,096 " 1930 1 "B2" " 375,000 " "6/27/2016" 375000 1096 2000 0
"181" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16052 56 NA "B2" "69-40 GOUVERNEUR AVENUE                  " "            " 11692 2 0 2 " 2,000 " " 1,096 " 1930 1 "B2" " 90,000 " "12/28/2015" 90000 1096 2000 0
"182" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16052 60 NA "B2" "430 BEACH 72 STREET                      " "            " 11692 2 0 2 " 3,000 " " 2,000 " 2004 1 "B2" " 165,000 " "3/31/2016" 165000 2000 3000 0
"184" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16053 35 NA "B2" "69-04 BEACH CHANNEL DRIVE                " "            " 11692 2 0 2 " 2,800 " " 1,852 " 2006 1 "B2" " 479,000 " "9/17/2015" 479000 1852 2800 0
"186" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16058 21 NA "B2" "72-22 ALMEDA AVENUE                      " "            " 11692 2 0 2 " 3,000 " " 2,001 " 1997 1 "B2" " 200,000 " "11/24/2015" 2e+05 2001 3000 0
"187" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16058 23 NA "B2" "72-28 ALMEDA AVENUE                      " "            " 11692 2 0 2 " 3,000 " " 2,001 " 1997 1 "B2" " 367,000 " "10/9/2015" 367000 2001 3000 0
"189" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16058 35 NA "B2" "72-52 ALMEDA AVENUE                      " "            " 11692 2 0 2 " 3,000 " " 2,001 " 1999 1 "B2" " 273,000 " "7/29/2016" 273000 2001 3000 0
"190" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16064 1 NA "B2" "568 BARBADOES DRIVE                      " "            " 11692 2 0 2 " 4,000 " " 2,400 " 2004 1 "B2" " 215,000 " "2/3/2016" 215000 2400 4000 0
"191" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16066 26 NA "B3" "72-11 ELIZABETH AVENUE                   " "            " 11692 2 0 2 " 3,000 " " 1,068 " 1930 1 "B3" " 137,500 " "5/24/2016" 137500 1068 3000 0
"192" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16081 89 NA "B1" "310 BEACH 70 STREET                      " "            " 11692 2 0 2 " 2,458 " " 1,976 " 2005 1 "B1" " 328,133 " "7/5/2016" 328133 1976 2458 0
"193" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16083 27 NA "B1" "319 BEACH 70 STREET                      " "            " 11692 2 0 2 " 5,700 " " 2,600 " 1920 1 "B1" " 398,320 " "2/26/2016" 398320 2600 5700 0
"196" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16090 29 NA "B2" "251 BEACH BREEZE PLACE                   " "            " 11692 2 0 2 " 2,682 " " 3,681 " 2004 1 "B2" " 170,000 " "4/11/2016" 170000 3681 2682 0
"197" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16091 43 NA "B2" "205 BEACH BREEZE LANE                    " "            " 11692 2 0 2 " 1,964 " " 2,905 " 2004 1 "B2" " 585,000 " "11/10/2015" 585000 2905 1964 0
"198" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16091 43 NA "B2" "205 BEACH BREEZE LANE                    " "            " 11692 2 0 2 " 1,964 " " 2,905 " 2004 1 "B2" " 515,000 " "10/2/2015" 515000 2905 1964 0
"199" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16092 30 NA "B2" "6917 CATAMARAN WAY                       " "            " 11692 2 0 2 " 3,660 " " 2,218 " 2007 1 "B2" " 730,000 " "6/27/2016" 730000 2218 3660 0
"201" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16092 53 NA "B2" "6909 CORAL REEF WAY                      " "            " 11692 2 0 2 " 4,603 " " 2,944 " 2008 1 "B2" " 720,000 " "11/5/2015" 720000 2944 4603 0
"202" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16092 81 NA "B2" "165 COMMODORE CIRCLE WES                 " "            " 11692 2 0 2 " 2,109 " " 2,926 " 2007 1 "B2" " 615,000 " "12/4/2015" 615000 2926 2109 0
"203" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16092 110 NA "B2" "145 MERIDIAN BOULEVARD                   " "            " 11692 2 0 2 " 1,856 " " 2,926 " 2007 1 "B2" " 659,000 " "1/6/2016" 659000 2926 1856 0
"204" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16092 117 NA "B2" "7210 SANDY DUNE WAY                      " "            " 11692 2 0 2 " 3,218 " " 2,947 " 2007 1 "B2" " 568,000 " "4/5/2016" 568000 2947 3218 0
"207" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16096 8 NA "B2" "178 BEACH 74 ST                          " "            " 11692 2 0 2 " 2,193 " " 2,905 " 2006 1 "B2" " 255,000 " "2/13/2016" 255000 2905 2193 0
"209" 4 "ARVERNE                  " "02  TWO FAMILY DWELLINGS                    " "1" 16096 46 NA "B2" "179 BEACH 73RD STREET                    " "            " 11692 2 0 2 " 2,881 " " 2,238 " 2006 1 "B2" " 610,000 " "4/26/2016" 610000 2238 2881 0
"211" 4 "ARVERNE                  " "03  THREE FAMILY DWELLINGS                  " "1" 15838 39 NA "C0" "357 BEACH 46 STREET                      " "            " 11691 3 0 3 " 3,804 " " 3,960 " 2007 1 "C0" " 270,000 " "10/23/2015" 270000 3960 3804 0
"212" 4 "ARVERNE                  " "03  THREE FAMILY DWELLINGS                  " "1" 15903 34 NA "C0" "171 BEACH 60 STREET                      " "            " 11692 3 0 3 " 2,000 " " 3,120 " 2005 1 "C0" " 617,500 " "12/4/2015" 617500 3120 2000 0
"214" 4 "ARVERNE                  " "03  THREE FAMILY DWELLINGS                  " "1" 15913 94 NA "C0" "303 BEACH 66 STREET                      " "            " 11692 3 0 3 " 6,594 " " 4,232 " 1930 1 "C0" " 410,000 " "9/14/2015" 410000 4232 6594 0
"215" 4 "ARVERNE                  " "03  THREE FAMILY DWELLINGS                  " "1" 15915 59 NA "C0" "341 BEACH 67 STREET                      " "            " 11692 3 0 3 " 4,000 " " 2,206 " 1920 1 "C0" " 265,000 " "10/24/2015" 265000 2206 4000 0
"216" 4 "ARVERNE                  " "03  THREE FAMILY DWELLINGS                  " "1" 15916 24 NA "C0" "314 BEACH 69 STREET                      " "            " 11692 3 0 3 " 5,600 " " 2,500 " 1932 1 "C0" " 350,000 " "5/26/2016" 350000 2500 5600 0
"217" 4 "ARVERNE                  " "03  THREE FAMILY DWELLINGS                  " "1" 16036 8 NA "C0" "516 BEACH 69 STREET                      " "            " 11692 3 0 3 " 5,000 " " 1,548 " 1910 1 "C0" " 480,000 " "5/17/2016" 480000 1548 5000 0
"218" 4 "ARVERNE                  " "03  THREE FAMILY DWELLINGS                  " "1" 16049 16 NA "C0" "69-21 BURCHELL AVENUE                    " "            " 11692 3 0 3 " 4,000 " " 3,000 " 1925 1 "C0" " 204,250 " "7/20/2016" 204250 3000 4000 0
"219" 4 "ARVERNE                  " "03  THREE FAMILY DWELLINGS                  " "1" 16049 60 NA "C0" "536 BEACH 72 STREET                      " "            " 11692 3 0 3 " 4,000 " " 2,086 " 1920 1 "C0" " 460,000 " "6/23/2016" 460000 2086 4000 0
"222" 4 "ARVERNE                  " "03  THREE FAMILY DWELLINGS                  " "1" 16064 22 NA "C0" "72-15 ALMEDA AVENUE                      " "            " 11692 3 0 3 " 4,000 " " 2,259 " 1915 1 "C0" " 70,000 " "9/17/2015" 70000 2259 4000 0
"223" 4 "ARVERNE                  " "03  THREE FAMILY DWELLINGS                  " "1" 16064 41 NA "C0" "72-22 BURCHELL AVENUE                    " "            " 11692 3 0 3 " 3,000 " " 2,648 " 1915 1 "C0" " 25,000 " "1/25/2016" 25000 2648 3000 0
"224" 4 "ARVERNE                  " "03  THREE FAMILY DWELLINGS                  " "1" 16081 104 NA "C0" "336 BEACH 70 STREET                      " "            " 11692 3 0 3 " 3,680 " " 3,375 " 2005 1 "C0" " 160,000 " "8/22/2016" 160000 3375 3680 0
"226" 4 "ARVERNE                  " "03  THREE FAMILY DWELLINGS                  " "1" 16083 22 NA "C0" "329 BEACH 70 STREET                      " "            " 11692 3 0 3 " 2,660 " " 3,300 " 2005 1 "C0" " 425,000 " "7/25/2016" 425000 3300 2660 0
"271" 4 "ASTORIA                  " "01  ONE FAMILY DWELLINGS                    " "1" 507 22 NA "A1" "11-03 WELLING COURT                      " "            " 11102 1 0 1 " 2,160 " " 1,392 " 1920 1 "A1" " 1,200,000 " "7/25/2016" 1200000 1392 2160 0
